"from","to","relation","date"
"37678021865","51915161255","SPOUSE","2014-10-11"
"51915161255","37678021865","SPOUSE","2014-10-11"
"40633126093","95238551036","SPOUSE","2016-08-25"
"95238551036","40633126093","SPOUSE","2016-08-25"
"10469142066","61273562135","PARENT","2017-07-17"
"61273562135","10469142066","OFFSPRING","2017-07-17"
"57263797900","48490938790","PARENT","1988-01-21"
"48490938790","57263797900","OFFSPRING","1988-01-21"
"76723500069","40629863258","PARENT","1970-07-22"
"40629863258","76723500069","OFFSPRING","1970-07-22"
"89454031397","98319229575","SIBLING","2003-03-31"
"98319229575","89454031397","SIBLING","2003-03-31"
"25062278297","64837111278","SIBLING","2017-01-14"
"64837111278","25062278297","SIBLING","2017-01-14"
"10802635784","35117012614","SIBLING","2003-03-28"
"35117012614","10802635784","SIBLING","2003-03-28"
"97893116412","98220300561","SIBLING","2000-01-13"
"98220300561","97893116412","SIBLING","2000-01-13"
"10075713707","74247798758","SIBLING","2005-07-14"
"74247798758","10075713707","SIBLING","2005-07-14"
"47575741694","94853825550","SPOUSE","1985-06-07"
"94853825550","47575741694","SPOUSE","1985-06-07"
"53890919412","59038842573","SPOUSE","1985-08-31"
"59038842573","53890919412","SPOUSE","1985-08-31"
"85030992860","11431596470","SIBLING","1995-05-07"
"11431596470","85030992860","SIBLING","1995-05-07"
"33423021732","23687775138","PARENT","1993-09-16"
"23687775138","33423021732","OFFSPRING","1993-09-16"
"55220816902","78114909390","SIBLING","1999-01-23"
"78114909390","55220816902","SIBLING","1999-01-23"
"52758038773","59014816260","SIBLING","1986-10-25"
"59014816260","52758038773","SIBLING","1986-10-25"
"84584074373","57993159014","SIBLING","1986-01-28"
"57993159014","84584074373","SIBLING","1986-01-28"
"80154991721","36270165884","SPOUSE","2012-10-07"
"36270165884","80154991721","SPOUSE","2012-10-07"
"69124515530","21811197822","PARENT","1999-04-20"
"21811197822","69124515530","OFFSPRING","1999-04-20"
"29754118032","90564873829","SPOUSE","2002-12-20"
"90564873829","29754118032","SPOUSE","2002-12-20"
"90263944323","37497574125","PARENT","1976-03-08"
"37497574125","90263944323","OFFSPRING","1976-03-08"
"16314422251","83411900168","SIBLING","2014-03-13"
"83411900168","16314422251","SIBLING","2014-03-13"
"62020699392","23565962416","SPOUSE","1973-02-18"
"23565962416","62020699392","SPOUSE","1973-02-18"
"92772498389","79047593897","PARENT","1991-03-01"
"79047593897","92772498389","OFFSPRING","1991-03-01"
"12592161748","12808140382","PARENT","1976-10-27"
"12808140382","12592161748","OFFSPRING","1976-10-27"
"68179673633","76988515841","SPOUSE","1990-10-09"
"76988515841","68179673633","SPOUSE","1990-10-09"
"59246659715","76626827946","SIBLING","1998-04-17"
"76626827946","59246659715","SIBLING","1998-04-17"
"64352038723","49618111053","PARENT","1979-07-14"
"49618111053","64352038723","OFFSPRING","1979-07-14"
"98775084119","18948220213","SPOUSE","1997-10-13"
"18948220213","98775084119","SPOUSE","1997-10-13"
"70762296317","26549065280","PARENT","1987-01-23"
"26549065280","70762296317","OFFSPRING","1987-01-23"
"84081487293","69715266956","SIBLING","2006-04-22"
"69715266956","84081487293","SIBLING","2006-04-22"
"91641767768","48828779487","PARENT","2001-02-06"
"48828779487","91641767768","OFFSPRING","2001-02-06"
"10755141335","41021019031","PARENT","1971-09-19"
"41021019031","10755141335","OFFSPRING","1971-09-19"
"56889702282","89879794828","PARENT","2010-01-23"
"89879794828","56889702282","OFFSPRING","2010-01-23"
"32955693049","25921952886","SIBLING","1972-04-22"
"25921952886","32955693049","SIBLING","1972-04-22"
"35711550697","50316878921","SPOUSE","2018-03-09"
"50316878921","35711550697","SPOUSE","2018-03-09"
"72771655240","37481431209","SIBLING","1987-07-09"
"37481431209","72771655240","SIBLING","1987-07-09"
"60361912720","73947530574","PARENT","2015-11-23"
"73947530574","60361912720","OFFSPRING","2015-11-23"
"12808140382","56080858166","SPOUSE","2007-03-29"
"56080858166","12808140382","SPOUSE","2007-03-29"
"53233735329","30073743481","SPOUSE","2003-10-26"
"30073743481","53233735329","SPOUSE","2003-10-26"
"65050858201","67084003305","SPOUSE","1979-11-19"
"67084003305","65050858201","SPOUSE","1979-11-19"
"57226184560","78711892041","SPOUSE","2019-01-12"
"78711892041","57226184560","SPOUSE","2019-01-12"
"53701923433","81552963005","SIBLING","1997-06-22"
"81552963005","53701923433","SIBLING","1997-06-22"
"34454293261","45955374358","SPOUSE","2010-02-27"
"45955374358","34454293261","SPOUSE","2010-02-27"
"56860822071","14539656656","SIBLING","2017-06-19"
"14539656656","56860822071","SIBLING","2017-06-19"
"65623480049","28376069279","SPOUSE","1976-10-12"
"28376069279","65623480049","SPOUSE","1976-10-12"
"23321289375","91090733395","SIBLING","2018-11-07"
"91090733395","23321289375","SIBLING","2018-11-07"
"78450827010","58522783258","PARENT","2002-05-29"
"58522783258","78450827010","OFFSPRING","2002-05-29"
"11554338501","47524113738","SIBLING","1985-07-13"
"47524113738","11554338501","SIBLING","1985-07-13"
"81141689009","31945031833","PARENT","2002-01-05"
"31945031833","81141689009","OFFSPRING","2002-01-05"
"68583625865","96599763497","SIBLING","1994-03-17"
"96599763497","68583625865","SIBLING","1994-03-17"
"65632237613","21967142815","SIBLING","1982-05-27"
"21967142815","65632237613","SIBLING","1982-05-27"
"56265837228","45828311945","SPOUSE","1991-02-01"
"45828311945","56265837228","SPOUSE","1991-02-01"
"30151126160","92512148530","PARENT","2015-05-17"
"92512148530","30151126160","OFFSPRING","2015-05-17"
"79713959863","38452678315","SPOUSE","1986-10-19"
"38452678315","79713959863","SPOUSE","1986-10-19"
"45417525247","21739703940","PARENT","1984-09-19"
"21739703940","45417525247","OFFSPRING","1984-09-19"
"46445860012","24527024705","PARENT","1981-01-13"
"24527024705","46445860012","OFFSPRING","1981-01-13"
"15457602081","17235094772","SPOUSE","1982-07-10"
"17235094772","15457602081","SPOUSE","1982-07-10"
"13240523001","11704632600","SPOUSE","2010-01-17"
"11704632600","13240523001","SPOUSE","2010-01-17"
"56331602861","99424497809","SIBLING","1997-12-17"
"99424497809","56331602861","SIBLING","1997-12-17"
"92512148530","88041829445","PARENT","1973-04-21"
"88041829445","92512148530","OFFSPRING","1973-04-21"
"99959319462","33895476000","PARENT","1979-04-09"
"33895476000","99959319462","OFFSPRING","1979-04-09"
"14616521308","14913338584","SIBLING","1970-11-26"
"14913338584","14616521308","SIBLING","1970-11-26"
"49468266455","21595873613","PARENT","2019-12-28"
"21595873613","49468266455","OFFSPRING","2019-12-28"
"40573380639","61056687330","SPOUSE","2005-06-15"
"61056687330","40573380639","SPOUSE","2005-06-15"
"94971022601","40444391545","PARENT","1972-10-30"
"40444391545","94971022601","OFFSPRING","1972-10-30"
"68474551800","23647893217","SIBLING","2011-10-30"
"23647893217","68474551800","SIBLING","2011-10-30"
"79567899103","93645214953","SIBLING","2000-04-26"
"93645214953","79567899103","SIBLING","2000-04-26"
"49488889763","66561839486","PARENT","1986-08-24"
"66561839486","49488889763","OFFSPRING","1986-08-24"
"22480970390","39855496665","SIBLING","2001-04-15"
"39855496665","22480970390","SIBLING","2001-04-15"
"63278653664","28936136277","SPOUSE","2014-03-17"
"28936136277","63278653664","SPOUSE","2014-03-17"
"33490337293","39397031849","PARENT","2003-03-11"
"39397031849","33490337293","OFFSPRING","2003-03-11"
"58382098965","34930003594","SIBLING","1994-06-19"
"34930003594","58382098965","SIBLING","1994-06-19"
"36970127640","97966473538","SPOUSE","1990-04-03"
"97966473538","36970127640","SPOUSE","1990-04-03"
"63671658250","48320782647","PARENT","1975-04-23"
"48320782647","63671658250","OFFSPRING","1975-04-23"
"94781503104","57263797900","SIBLING","2017-11-20"
"57263797900","94781503104","SIBLING","2017-11-20"
"65287824235","54762922763","SPOUSE","2009-07-14"
"54762922763","65287824235","SPOUSE","2009-07-14"
"52694339415","95381616525","SPOUSE","1997-06-18"
"95381616525","52694339415","SPOUSE","1997-06-18"
"71529278479","42682880220","SPOUSE","1977-03-05"
"42682880220","71529278479","SPOUSE","1977-03-05"
"93199371770","20734961489","SPOUSE","1976-11-12"
"20734961489","93199371770","SPOUSE","1976-11-12"
"46195422853","71383909078","PARENT","1978-06-07"
"71383909078","46195422853","OFFSPRING","1978-06-07"
"29486885230","65728332135","SPOUSE","2003-10-07"
"65728332135","29486885230","SPOUSE","2003-10-07"
"36443872827","57538613335","SPOUSE","1988-06-18"
"57538613335","36443872827","SPOUSE","1988-06-18"
"57152958950","73448981047","SPOUSE","1988-05-10"
"73448981047","57152958950","SPOUSE","1988-05-10"
"88513988345","43695383552","PARENT","1999-09-17"
"43695383552","88513988345","OFFSPRING","1999-09-17"
"56695771716","67844260496","SPOUSE","1983-06-29"
"67844260496","56695771716","SPOUSE","1983-06-29"
"55696467887","33104414403","SIBLING","1986-02-25"
"33104414403","55696467887","SIBLING","1986-02-25"
"50832233782","26540544146","SPOUSE","1970-06-01"
"26540544146","50832233782","SPOUSE","1970-06-01"
"17050615870","16314422251","PARENT","2000-01-21"
"16314422251","17050615870","OFFSPRING","2000-01-21"
"29341501442","17307810848","PARENT","1989-02-05"
"17307810848","29341501442","OFFSPRING","1989-02-05"
"53613937215","51755902603","PARENT","1990-01-27"
"51755902603","53613937215","OFFSPRING","1990-01-27"
"14300397628","50178755970","SPOUSE","1981-02-22"
"50178755970","14300397628","SPOUSE","1981-02-22"
"40311332978","73067835364","PARENT","1974-08-31"
"73067835364","40311332978","OFFSPRING","1974-08-31"
"74380560090","47199579933","PARENT","1989-06-07"
"47199579933","74380560090","OFFSPRING","1989-06-07"
"94853825550","13784008534","SIBLING","2009-05-31"
"13784008534","94853825550","SIBLING","2009-05-31"
"74553666004","91095071770","SIBLING","2019-04-07"
"91095071770","74553666004","SIBLING","2019-04-07"
"67844260496","47715754881","SIBLING","2009-05-09"
"47715754881","67844260496","SIBLING","2009-05-09"
"19199816817","56223439174","PARENT","2015-02-10"
"56223439174","19199816817","OFFSPRING","2015-02-10"
"70590275151","22975521002","PARENT","2007-12-30"
"22975521002","70590275151","OFFSPRING","2007-12-30"
"18934434329","40774284367","PARENT","1992-07-09"
"40774284367","18934434329","OFFSPRING","1992-07-09"
"18934434329","17853286080","SIBLING","2004-03-28"
"17853286080","18934434329","SIBLING","2004-03-28"
"17472842122","36933442145","PARENT","1998-03-21"
"36933442145","17472842122","OFFSPRING","1998-03-21"
"55926482057","36445057580","PARENT","1986-09-25"
"36445057580","55926482057","OFFSPRING","1986-09-25"
"73511713680","11554338501","PARENT","1986-06-26"
"11554338501","73511713680","OFFSPRING","1986-06-26"
"25761246983","76741546074","SIBLING","1985-01-22"
"76741546074","25761246983","SIBLING","1985-01-22"
"96606906902","37335698193","PARENT","1980-12-19"
"37335698193","96606906902","OFFSPRING","1980-12-19"
"47955135304","91871473323","SIBLING","2001-07-30"
"91871473323","47955135304","SIBLING","2001-07-30"
"69810524719","29029256591","PARENT","1977-01-28"
"29029256591","69810524719","OFFSPRING","1977-01-28"
"22670061151","60333842061","SPOUSE","1988-11-18"
"60333842061","22670061151","SPOUSE","1988-11-18"
"84625324679","61929705216","SPOUSE","2000-02-21"
"61929705216","84625324679","SPOUSE","2000-02-21"
"85925958912","61500784986","SIBLING","1977-11-15"
"61500784986","85925958912","SIBLING","1977-11-15"
"74380560090","91070595189","SIBLING","2015-10-14"
"91070595189","74380560090","SIBLING","2015-10-14"
"88259312888","75911179514","SIBLING","1992-09-13"
"75911179514","88259312888","SIBLING","1992-09-13"
"18895939114","59477883959","PARENT","2019-03-31"
"59477883959","18895939114","OFFSPRING","2019-03-31"
"25761246983","90926493141","SPOUSE","1977-02-06"
"90926493141","25761246983","SPOUSE","1977-02-06"
"15502391419","97247534144","PARENT","1973-10-26"
"97247534144","15502391419","OFFSPRING","1973-10-26"
"84655001875","38765579622","SIBLING","1973-07-17"
"38765579622","84655001875","SIBLING","1973-07-17"
"86820821443","52627198295","PARENT","1984-10-14"
"52627198295","86820821443","OFFSPRING","1984-10-14"
"54681738028","33085092241","SIBLING","2006-08-20"
"33085092241","54681738028","SIBLING","2006-08-20"
"30984622291","60651034319","SPOUSE","1975-06-14"
"60651034319","30984622291","SPOUSE","1975-06-14"
"62417783114","40648373178","PARENT","1991-12-05"
"40648373178","62417783114","OFFSPRING","1991-12-05"
"68921086691","98580628379","SIBLING","2006-06-04"
"98580628379","68921086691","SIBLING","2006-06-04"
"78346373745","59624408131","PARENT","1993-06-16"
"59624408131","78346373745","OFFSPRING","1993-06-16"
"23258331907","56860822071","SIBLING","1993-02-13"
"56860822071","23258331907","SIBLING","1993-02-13"
"99361906106","15457602081","PARENT","2017-10-26"
"15457602081","99361906106","OFFSPRING","2017-10-26"
"47522966325","68396904618","SIBLING","1970-12-05"
"68396904618","47522966325","SIBLING","1970-12-05"
"94661139279","87729559889","SPOUSE","1976-07-05"
"87729559889","94661139279","SPOUSE","1976-07-05"
"66305274300","95233551134","SPOUSE","2001-10-28"
"95233551134","66305274300","SPOUSE","2001-10-28"
"87496789791","31476809293","SPOUSE","2013-04-30"
"31476809293","87496789791","SPOUSE","2013-04-30"
"77390411283","73311575794","SPOUSE","2010-01-16"
"73311575794","77390411283","SPOUSE","2010-01-16"
"25477856579","43663539345","SIBLING","1991-08-19"
"43663539345","25477856579","SIBLING","1991-08-19"
"62320737976","79393557566","SIBLING","1993-04-22"
"79393557566","62320737976","SIBLING","1993-04-22"
"18726259912","56900399697","SPOUSE","2019-01-29"
"56900399697","18726259912","SPOUSE","2019-01-29"
"69005940684","29029256591","SIBLING","2001-06-03"
"29029256591","69005940684","SIBLING","2001-06-03"
"67260067941","92029520890","SPOUSE","1998-09-18"
"92029520890","67260067941","SPOUSE","1998-09-18"
"73274509315","19131047229","SPOUSE","1984-08-13"
"19131047229","73274509315","SPOUSE","1984-08-13"
"33335014943","46070132355","SPOUSE","1981-10-28"
"46070132355","33335014943","SPOUSE","1981-10-28"
"87608255236","12731835217","SPOUSE","1970-10-29"
"12731835217","87608255236","SPOUSE","1970-10-29"
"98637540617","95899723249","PARENT","2008-12-26"
"95899723249","98637540617","OFFSPRING","2008-12-26"
"75978770233","48554041124","SIBLING","1996-09-20"
"48554041124","75978770233","SIBLING","1996-09-20"
"17297236162","91367190420","SIBLING","2012-07-26"
"91367190420","17297236162","SIBLING","2012-07-26"
"78545116791","60934415647","SIBLING","2002-04-05"
"60934415647","78545116791","SIBLING","2002-04-05"
"82154803815","52084373654","SIBLING","1995-12-23"
"52084373654","82154803815","SIBLING","1995-12-23"
"81369316942","70063212261","SPOUSE","1986-12-29"
"70063212261","81369316942","SPOUSE","1986-12-29"
"63677585382","73759778097","SIBLING","2012-07-14"
"73759778097","63677585382","SIBLING","2012-07-14"
"70093223547","51479975071","SPOUSE","1981-01-30"
"51479975071","70093223547","SPOUSE","1981-01-30"
"51916936207","75581822756","SPOUSE","2003-06-07"
"75581822756","51916936207","SPOUSE","2003-06-07"
"69995660863","93985690975","SPOUSE","1985-06-07"
"93985690975","69995660863","SPOUSE","1985-06-07"
"39107999485","97655697163","SIBLING","2008-02-22"
"97655697163","39107999485","SIBLING","2008-02-22"
"48295386492","95876235394","SPOUSE","1997-11-08"
"95876235394","48295386492","SPOUSE","1997-11-08"
"93087713040","11900940772","SIBLING","2008-03-28"
"11900940772","93087713040","SIBLING","2008-03-28"
"93067783977","78209905684","SIBLING","1977-05-07"
"78209905684","93067783977","SIBLING","1977-05-07"
"76212874148","55800236051","SIBLING","2008-08-01"
"55800236051","76212874148","SIBLING","2008-08-01"
"21292795801","90647730738","SPOUSE","1972-01-03"
"90647730738","21292795801","SPOUSE","1972-01-03"
"96900166956","45000626639","SPOUSE","2013-01-15"
"45000626639","96900166956","SPOUSE","2013-01-15"
"86158671288","79940818621","PARENT","2007-05-04"
"79940818621","86158671288","OFFSPRING","2007-05-04"
"93636493003","17980991103","SPOUSE","1978-10-14"
"17980991103","93636493003","SPOUSE","1978-10-14"
"15660832700","21119123460","SIBLING","1985-05-02"
"21119123460","15660832700","SIBLING","1985-05-02"
"58598790245","23014801047","SIBLING","2007-11-06"
"23014801047","58598790245","SIBLING","2007-11-06"
"68725869597","52315392802","SPOUSE","2003-11-21"
"52315392802","68725869597","SPOUSE","2003-11-21"
"75899054542","23943524943","PARENT","2005-02-27"
"23943524943","75899054542","OFFSPRING","2005-02-27"
"91920716048","16951425349","SPOUSE","2018-02-27"
"16951425349","91920716048","SPOUSE","2018-02-27"
"56426551142","15537404599","SIBLING","1980-10-14"
"15537404599","56426551142","SIBLING","1980-10-14"
"93138269815","84207276936","SIBLING","1990-07-22"
"84207276936","93138269815","SIBLING","1990-07-22"
"77812235606","21435050850","SPOUSE","1971-08-21"
"21435050850","77812235606","SPOUSE","1971-08-21"
"61629676901","89655429908","SPOUSE","2001-09-27"
"89655429908","61629676901","SPOUSE","2001-09-27"
"96448133569","70428487112","PARENT","1982-02-09"
"70428487112","96448133569","OFFSPRING","1982-02-09"
"45186065920","72672165184","SIBLING","1979-06-10"
"72672165184","45186065920","SIBLING","1979-06-10"
"40774284367","53613937215","SIBLING","1971-08-01"
"53613937215","40774284367","SIBLING","1971-08-01"
"43663449326","74850751402","SIBLING","2018-05-07"
"74850751402","43663449326","SIBLING","2018-05-07"
"67844260496","58438923378","SIBLING","1978-02-04"
"58438923378","67844260496","SIBLING","1978-02-04"
"85494993159","98000133558","PARENT","2005-08-28"
"98000133558","85494993159","OFFSPRING","2005-08-28"
"22952986984","76531266922","SIBLING","2012-03-21"
"76531266922","22952986984","SIBLING","2012-03-21"
"72618927611","63562616054","PARENT","1990-01-30"
"63562616054","72618927611","OFFSPRING","1990-01-30"
"69263192338","40736659316","PARENT","1996-06-15"
"40736659316","69263192338","OFFSPRING","1996-06-15"
"77567046326","26603495792","SPOUSE","2014-01-11"
"26603495792","77567046326","SPOUSE","2014-01-11"
"18190258195","73950794781","SPOUSE","2001-02-08"
"73950794781","18190258195","SPOUSE","2001-02-08"
"65795367135","33933054745","SIBLING","1985-01-09"
"33933054745","65795367135","SIBLING","1985-01-09"
"93463345364","63663676769","SPOUSE","1978-03-06"
"63663676769","93463345364","SPOUSE","1978-03-06"
"41693088512","98503676627","SIBLING","1998-01-07"
"98503676627","41693088512","SIBLING","1998-01-07"
"62943138728","23825185915","PARENT","1972-01-25"
"23825185915","62943138728","OFFSPRING","1972-01-25"
"43619701899","87927093585","PARENT","2014-05-26"
"87927093585","43619701899","OFFSPRING","2014-05-26"
"59908628893","28896402471","SIBLING","2004-04-02"
"28896402471","59908628893","SIBLING","2004-04-02"
"90389412838","18220263715","SIBLING","1971-07-19"
"18220263715","90389412838","SIBLING","1971-07-19"
"56918224750","82353990885","PARENT","1975-11-20"
"82353990885","56918224750","OFFSPRING","1975-11-20"
"96132199601","21255657766","SPOUSE","1990-09-11"
"21255657766","96132199601","SPOUSE","1990-09-11"
"83835032529","18431269425","SIBLING","1992-07-14"
"18431269425","83835032529","SIBLING","1992-07-14"
"24966490751","39364180686","PARENT","1998-08-01"
"39364180686","24966490751","OFFSPRING","1998-08-01"
"47675458875","25271208079","SPOUSE","2020-01-07"
"25271208079","47675458875","SPOUSE","2020-01-07"
"87949148416","52915585042","PARENT","2016-08-31"
"52915585042","87949148416","OFFSPRING","2016-08-31"
"89213543222","19786779146","PARENT","2018-04-24"
"19786779146","89213543222","OFFSPRING","2018-04-24"
"86995572410","26729162984","SPOUSE","2007-10-14"
"26729162984","86995572410","SPOUSE","2007-10-14"
"70364731556","35771130056","SIBLING","2003-04-22"
"35771130056","70364731556","SIBLING","2003-04-22"
"56371681808","35471399920","PARENT","2012-10-01"
"35471399920","56371681808","OFFSPRING","2012-10-01"
"60397808205","20978665406","SIBLING","2010-11-20"
"20978665406","60397808205","SIBLING","2010-11-20"
"14730121571","29861988218","PARENT","2009-10-13"
"29861988218","14730121571","OFFSPRING","2009-10-13"
"24214150064","20614014539","SPOUSE","1987-08-06"
"20614014539","24214150064","SPOUSE","1987-08-06"
"41774779500","95899723249","SPOUSE","2015-10-13"
"95899723249","41774779500","SPOUSE","2015-10-13"
"68857349316","91345356402","PARENT","1975-02-05"
"91345356402","68857349316","OFFSPRING","1975-02-05"
"19068451753","40697871619","SIBLING","1974-12-28"
"40697871619","19068451753","SIBLING","1974-12-28"
"24888874508","20249793614","PARENT","1980-06-12"
"20249793614","24888874508","OFFSPRING","1980-06-12"
"86475887076","94149969758","SPOUSE","2007-04-06"
"94149969758","86475887076","SPOUSE","2007-04-06"
"78319815770","98035526179","SPOUSE","1993-10-17"
"98035526179","78319815770","SPOUSE","1993-10-17"
"71487955815","82132484551","PARENT","2005-05-12"
"82132484551","71487955815","OFFSPRING","2005-05-12"
"49618111053","65659399411","SPOUSE","1978-07-05"
"65659399411","49618111053","SPOUSE","1978-07-05"
"51376660713","15628407390","SIBLING","2014-08-23"
"15628407390","51376660713","SIBLING","2014-08-23"
"12151840370","38163288870","SPOUSE","1984-01-13"
"38163288870","12151840370","SPOUSE","1984-01-13"
"53329336127","47169187756","SPOUSE","1990-06-26"
"47169187756","53329336127","SPOUSE","1990-06-26"
"99488410227","57026533806","SPOUSE","2008-06-15"
"57026533806","99488410227","SPOUSE","2008-06-15"
"37204006589","80284014991","SIBLING","2017-05-15"
"80284014991","37204006589","SIBLING","2017-05-15"
"17634263267","28221004736","PARENT","2019-04-05"
"28221004736","17634263267","OFFSPRING","2019-04-05"
"21002053197","79594008713","SPOUSE","2004-01-15"
"79594008713","21002053197","SPOUSE","2004-01-15"
"94898851488","59749890438","PARENT","1981-01-26"
"59749890438","94898851488","OFFSPRING","1981-01-26"
"67712928138","60614585003","SIBLING","2019-12-16"
"60614585003","67712928138","SIBLING","2019-12-16"
"68371402695","32663590106","SIBLING","2008-11-13"
"32663590106","68371402695","SIBLING","2008-11-13"
"46672953339","83222204460","SIBLING","2003-06-03"
"83222204460","46672953339","SIBLING","2003-06-03"
"57959029422","43372943321","PARENT","1975-03-26"
"43372943321","57959029422","OFFSPRING","1975-03-26"
"76561362045","61016476077","SIBLING","1992-06-01"
"61016476077","76561362045","SIBLING","1992-06-01"
"23357224421","21305876061","SPOUSE","2011-08-30"
"21305876061","23357224421","SPOUSE","2011-08-30"
"92098911470","91834625708","PARENT","2008-10-21"
"91834625708","92098911470","OFFSPRING","2008-10-21"
"81577070764","39574915697","PARENT","2016-02-04"
"39574915697","81577070764","OFFSPRING","2016-02-04"
"33378681662","26014158507","SPOUSE","2001-05-21"
"26014158507","33378681662","SPOUSE","2001-05-21"
"81271566459","60458745393","SIBLING","1987-06-18"
"60458745393","81271566459","SIBLING","1987-06-18"
"43256442355","30782336409","PARENT","2011-09-07"
"30782336409","43256442355","OFFSPRING","2011-09-07"
"25402224171","99447518887","SPOUSE","1997-07-07"
"99447518887","25402224171","SPOUSE","1997-07-07"
"49480178609","18571173735","SIBLING","1985-05-02"
"18571173735","49480178609","SIBLING","1985-05-02"
"83508650833","82981818558","PARENT","1987-02-28"
"82981818558","83508650833","OFFSPRING","1987-02-28"
"18750261768","86596234057","PARENT","2004-07-06"
"86596234057","18750261768","OFFSPRING","2004-07-06"
"35691110490","35269648837","SPOUSE","2018-06-20"
"35269648837","35691110490","SPOUSE","2018-06-20"
"68179673633","34904194611","SIBLING","1986-09-04"
"34904194611","68179673633","SIBLING","1986-09-04"
"43711939075","60468668058","SIBLING","1999-04-27"
"60468668058","43711939075","SIBLING","1999-04-27"
"97801923013","72806687288","SPOUSE","1982-10-29"
"72806687288","97801923013","SPOUSE","1982-10-29"
"18911179874","68959547919","PARENT","2004-06-27"
"68959547919","18911179874","OFFSPRING","2004-06-27"
"10316208455","22003102735","SPOUSE","2010-01-29"
"22003102735","10316208455","SPOUSE","2010-01-29"
"41529857107","47163433461","SIBLING","2012-10-27"
"47163433461","41529857107","SIBLING","2012-10-27"
"74349568285","71744228631","PARENT","2015-05-01"
"71744228631","74349568285","OFFSPRING","2015-05-01"
"68551012164","72604738332","SPOUSE","1991-09-18"
"72604738332","68551012164","SPOUSE","1991-09-18"
"90633912844","89980358661","PARENT","2014-02-19"
"89980358661","90633912844","OFFSPRING","2014-02-19"
"95961834330","50163665880","PARENT","1971-01-09"
"50163665880","95961834330","OFFSPRING","1971-01-09"
"63243353683","86706693200","SIBLING","2014-07-08"
"86706693200","63243353683","SIBLING","2014-07-08"
"66122150588","65265971408","SIBLING","1998-04-29"
"65265971408","66122150588","SIBLING","1998-04-29"
"53106800608","52310056360","SPOUSE","2002-10-05"
"52310056360","53106800608","SPOUSE","2002-10-05"
"43332560781","25208693414","SPOUSE","1981-04-05"
"25208693414","43332560781","SPOUSE","1981-04-05"
"48828779487","59911035048","SPOUSE","1976-11-22"
"59911035048","48828779487","SPOUSE","1976-11-22"
"44190412699","94258478913","SPOUSE","1987-03-25"
"94258478913","44190412699","SPOUSE","1987-03-25"
"41410698575","68725869597","SPOUSE","1980-12-28"
"68725869597","41410698575","SPOUSE","1980-12-28"
"97109810323","79594008713","SPOUSE","1990-10-23"
"79594008713","97109810323","SPOUSE","1990-10-23"
"69641685464","62071668390","PARENT","2001-03-23"
"62071668390","69641685464","OFFSPRING","2001-03-23"
"50653567985","16951158591","SPOUSE","1974-05-01"
"16951158591","50653567985","SPOUSE","1974-05-01"
"59253385385","52973005800","SIBLING","1973-01-29"
"52973005800","59253385385","SIBLING","1973-01-29"
"69652769797","94019197728","SIBLING","1974-09-28"
"94019197728","69652769797","SIBLING","1974-09-28"
"30172227343","40017281595","PARENT","1972-12-08"
"40017281595","30172227343","OFFSPRING","1972-12-08"
"56695771716","19666230688","PARENT","1999-11-13"
"19666230688","56695771716","OFFSPRING","1999-11-13"
"29632175186","39601922493","SPOUSE","1993-07-26"
"39601922493","29632175186","SPOUSE","1993-07-26"
"82156641768","29007604257","PARENT","2016-06-19"
"29007604257","82156641768","OFFSPRING","2016-06-19"
"63669892522","46466267799","PARENT","2017-05-30"
"46466267799","63669892522","OFFSPRING","2017-05-30"
"33877890277","38685133628","SIBLING","1977-06-02"
"38685133628","33877890277","SIBLING","1977-06-02"
"82981818558","72771655240","SIBLING","2016-02-02"
"72771655240","82981818558","SIBLING","2016-02-02"
"42519964897","11986502830","SPOUSE","1984-09-26"
"11986502830","42519964897","SPOUSE","1984-09-26"
"26287749378","25402224171","SIBLING","1980-06-25"
"25402224171","26287749378","SIBLING","1980-06-25"
"58522783258","20543085885","SPOUSE","1996-06-12"
"20543085885","58522783258","SPOUSE","1996-06-12"
"72141515858","18435139779","PARENT","2002-10-17"
"18435139779","72141515858","OFFSPRING","2002-10-17"
"56016383283","11917277888","SIBLING","1979-02-26"
"11917277888","56016383283","SIBLING","1979-02-26"
"25062278297","96434962595","PARENT","2002-09-10"
"96434962595","25062278297","OFFSPRING","2002-09-10"
"86820821443","44782324993","SIBLING","2002-01-31"
"44782324993","86820821443","SIBLING","2002-01-31"
"45098218138","14275139998","SIBLING","2000-09-14"
"14275139998","45098218138","SIBLING","2000-09-14"
"98295985267","87780120294","PARENT","1989-07-20"
"87780120294","98295985267","OFFSPRING","1989-07-20"
"58451526663","30782336409","PARENT","1978-11-17"
"30782336409","58451526663","OFFSPRING","1978-11-17"
"82989553099","25413534215","PARENT","1991-02-07"
"25413534215","82989553099","OFFSPRING","1991-02-07"
"10285874716","78463953428","SPOUSE","2003-04-15"
"78463953428","10285874716","SPOUSE","2003-04-15"
"85486038204","48384450154","SIBLING","2011-07-12"
"48384450154","85486038204","SIBLING","2011-07-12"
"56926390014","85486038204","PARENT","2019-02-27"
"85486038204","56926390014","OFFSPRING","2019-02-27"
"45778715812","45000626639","SIBLING","2003-06-22"
"45000626639","45778715812","SIBLING","2003-06-22"
"34468791138","19180550414","SPOUSE","2009-03-14"
"19180550414","34468791138","SPOUSE","2009-03-14"
