"from","to","transaction_id","date","amount"
"950640","289216","851048","1970-03-20","364295000"
"594876","751491","728729","1982-04-30","91630000"
"827498","797053","938150","2015-02-22","484691000"
"203460","913174","604379","1991-06-03","203708000"
"477956","407353","128064","1991-03-16","332336000"
"382702","547379","462355","2014-10-25","316649000"
"194083","115137","314846","1980-05-21","894528000"
"818386","510107","838244","2001-03-03","17324000"
"386485","499264","478049","1995-10-15","679265000"
"933749","931946","460143","1983-08-06","20640000"
"723000","990626","451858","1978-12-10","460577000"
"859096","532596","923706","1981-12-28","446732000"
"574072","309298","198141","2019-06-01","634585000"
"597664","881798","461833","1979-09-01","833163000"
"828608","109404","159871","1982-02-25","496863000"
"143446","809885","958919","1991-09-02","199043000"
"503020","667987","414438","1999-12-04","515944000"
"291263","947557","569518","1990-10-23","939233000"
"562246","501364","206990","1974-09-23","491313000"
"894280","758806","121614","1999-10-25","324124000"
"860638","312987","533642","2009-11-11","697283000"
"692314","568549","991261","1970-12-14","149514000"
"673395","731680","429371","1992-10-26","393769000"
"491218","492151","522807","1984-02-06","937724000"
"401954","903413","542707","1983-09-27","703814000"
"546801","287935","190895","1994-03-27","185496000"
"861677","771621","716558","1975-11-10","383701000"
"729846","812208","203080","2003-11-15","37481000"
"914736","806202","876776","2002-05-08","54730000"
"929923","879492","505938","2004-02-08","182337000"
"922915","476523","665154","2011-04-20","269535000"
"519597","594988","519545","1995-04-03","578761000"
"715491","506594","732080","2016-08-03","812633000"
"810403","762165","548443","1981-08-27","598852000"
"201902","511139","755923","1989-11-23","599959000"
"349556","428348","577416","1978-10-19","666644000"
"675922","639418","921695","1994-06-03","627683000"
"470513","447962","821385","2010-04-25","641794000"
"967993","423732","611424","2013-12-20","492775000"
"352692","280371","272376","1992-12-16","434401000"
"779660","276836","729242","2009-10-18","816057000"
"653683","905623","781576","2010-07-03","754364000"
"257980","848597","400678","1972-11-17","601358000"
"122314","845559","148481","1984-10-08","656106000"
"444373","837262","172897","1992-12-05","663375000"
"391757","855800","605572","1997-05-01","351314000"
"891286","865605","944723","1990-10-29","545352000"
"626247","313453","406421","1989-09-01","771672000"
"116534","438745","459596","1991-10-18","661400000"
"588420","941129","225566","1985-07-13","461348000"
"100701","989441","942712","2000-04-08","72520000"
"589801","878010","386319","2018-11-03","170523000"
"554334","973987","930919","1990-05-09","442351000"
"908140","962570","553153","1984-06-26","265548000"
"144282","337168","239869","2005-06-30","5305000"
"337168","792344","623932","1985-05-23","41602000"
"923142","980360","211727","2016-05-22","517259000"
"325836","878097","301545","1983-02-07","221798000"
"402163","293891","717648","2002-02-15","114962000"
"456740","968097","534142","1970-10-01","154092000"
"645084","144326","303714","2014-02-01","311447000"
"257968","601041","191535","2014-07-04","210738000"
"213767","643291","319132","2019-05-03","403045000"
"726745","498482","344579","1994-10-09","824428000"
"174570","425147","588077","1978-12-16","881445000"
"471489","350186","463867","1995-07-16","634536000"
"554472","843857","824310","1986-07-26","114607000"
"980421","454565","332725","1970-07-27","784751000"
"288061","275636","182183","2003-07-12","25717000"
"363744","586324","146640","1988-01-21","527219000"
"662275","140267","698336","1980-02-05","268919000"
"320459","875518","853197","1977-01-05","430380000"
"493119","963468","467051","2005-06-23","954126000"
"711044","245618","493644","2018-12-27","266876000"
"862499","921069","837328","1971-01-15","855075000"
"372645","177662","914478","2012-09-28","644015000"
"827176","849632","383259","2012-11-27","995630000"
"239434","562246","951820","2015-11-18","318648000"
"158295","211706","191204","1981-03-16","883904000"
"559232","251390","545403","1998-02-26","823616000"
"561867","356967","445428","1985-07-21","984748000"
"185385","696161","702647","1983-08-12","942718000"
"922270","973704","762862","1988-08-01","926923000"
"275500","384336","781299","1974-07-21","121629000"
"478714","186527","307317","2001-03-02","593266000"
"209818","757608","628933","2000-08-26","207703000"
"504298","745475","325062","1993-03-11","516389000"
"287898","166123","357789","2005-01-09","999351000"
"640532","377845","745561","2010-12-06","734734000"
"394856","976912","615552","1972-10-13","653735000"
"186848","992700","284555","1992-03-19","62498000"
"508285","206074","940309","1977-04-28","823808000"
"477436","267049","117134","1984-01-15","310677000"
"462621","355140","838283","1993-10-16","658816000"
"281221","314126","210302","2016-10-23","41664000"
"398003","362409","353474","1980-10-10","520387000"
"825657","519547","117124","2000-08-10","110239000"
"832593","246069","316603","1988-12-21","620913000"
"848897","512617","312792","2017-10-21","726034000"
"418192","566636","208116","1981-08-13","602810000"
"369112","123880","665870","1986-01-13","824205000"
"161041","377333","113663","2018-02-11","538702000"
"760847","130667","205155","1978-04-20","626029000"
"875204","121129","527812","2006-10-10","711955000"
"835800","925931","554239","1993-11-22","677082000"
"748152","919339","256079","2002-01-27","546145000"
"784019","577681","839661","2018-09-02","539668000"
"512617","490343","689583","1995-12-23","127962000"
"315425","908277","992760","2017-04-14","939050000"
"120570","573882","642248","1988-08-16","446950000"
"307856","866563","960043","1987-07-29","906482000"
"309140","119648","271686","1976-04-28","404942000"
"643602","803937","649987","1992-08-21","540194000"
"391851","734928","190643","2000-08-30","14398000"
"372402","472502","174564","2005-12-10","126717000"
"718774","554568","571050","1992-08-25","615846000"
"546476","645150","129589","1984-07-12","798674000"
"490507","708490","649309","1993-01-22","33639000"
"918482","668914","600791","2016-04-27","710460000"
"782944","232974","332686","2006-05-02","465071000"
"713765","657346","792731","2019-02-05","803160000"
"966546","151200","999182","1984-06-24","705771000"
"844046","948644","592948","1982-07-27","59628000"
"551394","511518","849722","1999-03-27","695712000"
"628367","541125","240590","1994-02-02","727012000"
"896357","636171","971583","2014-05-16","507596000"
"416925","507713","472192","1993-11-20","767824000"
"532937","544518","241327","1977-10-31","832765000"
"403291","646660","851218","2005-08-15","680856000"
"711044","742368","251349","2005-08-30","432771000"
"113184","422816","383961","1975-06-05","948665000"
"878147","277776","261125","1973-07-12","536796000"
"610602","795344","161723","2014-04-23","945996000"
"318845","950596","567883","2003-05-15","621173000"
"523211","631418","224243","1991-04-10","255539000"
"370661","931308","289293","2008-02-22","587972000"
"397967","317195","583286","2016-03-16","294035000"
"635296","981621","445772","2014-11-26","606400000"
"556559","603753","914158","1990-06-14","322678000"
"978910","774986","126111","1983-02-05","48233000"
"467834","968298","424720","2016-02-08","438309000"
"991080","341554","833021","1982-12-30","397171000"
"206200","951384","210137","1988-04-01","520980000"
"994365","189812","855753","1972-01-27","91263000"
"620993","379411","290725","2011-07-16","746237000"
"624548","958090","208237","2009-05-16","289207000"
"331634","977058","899597","2011-11-22","820831000"
"308114","895550","349934","1972-09-29","133568000"
"219264","319799","496719","2003-11-29","690566000"
"270357","724945","371682","1972-06-10","571510000"
"210181","306962","649132","1971-04-20","600155000"
"433624","523708","438754","1996-09-16","904628000"
"759210","912422","426311","1990-08-01","784568000"
"647496","341859","362446","2002-07-30","341909000"
"561316","241023","662806","1978-09-22","639886000"
"267059","911259","254367","1997-06-18","241268000"
"873992","385529","814390","2017-09-20","226479000"
"919785","313291","789778","2017-09-05","528069000"
"370375","362317","526145","2014-08-23","535839000"
"749829","979569","477575","2005-08-13","185783000"
"239360","850367","793500","1976-11-08","549078000"
"667833","830369","164293","2017-01-04","775223000"
"666093","385340","984429","1973-06-03","616118000"
"948551","328944","834565","1986-03-23","79132000"
"985416","612641","486088","1982-09-15","973482000"
"228039","692997","134249","1984-05-31","800333000"
"843337","988181","364683","2018-08-01","536252000"
"775556","484637","782570","2015-11-11","262365000"
"610535","325172","655329","1990-08-02","903619000"
"984216","958594","388015","1977-01-01","596529000"
"131733","803769","169178","1973-05-15","578034000"
"823642","620772","389842","2005-07-15","205677000"
"181645","550526","958171","2009-09-23","284773000"
"771127","388803","853692","1977-09-11","77259000"
"493156","479663","373852","1979-04-01","51274000"
"183524","684061","691457","2008-07-26","436026000"
"982131","813149","193618","1979-04-29","776112000"
"839326","245871","270687","2009-04-12","84454000"
"638234","234641","477230","1996-09-05","83758000"
"905300","685564","640878","2002-04-29","980462000"
"397113","476234","970623","2019-10-15","345138000"
"934610","860622","144727","2006-04-17","878881000"
"846290","347991","857060","1996-09-29","823941000"
"633764","763119","123280","2015-08-31","510177000"
"763376","292742","869246","1979-01-13","281735000"
"622734","511139","573025","2008-09-07","397966000"
"509148","211216","621521","1976-10-26","177041000"
"802059","943249","411649","2016-01-04","926645000"
"517537","962570","887925","1993-07-31","827897000"
"944731","236611","267611","1996-02-03","329314000"
"503672","489831","617007","2000-04-09","631892000"
"791565","714133","677657","1998-09-13","413233000"
"887651","871109","107451","2004-08-20","255568000"
"805951","206523","470042","1992-05-01","135910000"
"782757","692308","357439","1997-04-07","561825000"
"731958","335452","500722","2009-11-10","504259000"
"630174","317883","942477","2003-08-25","418122000"
"222548","909247","231736","1995-04-06","529908000"
"142453","499038","425943","1998-10-18","592819000"
"969263","984952","685420","2014-08-24","592438000"
"126628","185347","517698","1972-06-11","923559000"
"896673","209608","716595","2014-09-15","380337000"
"663709","576802","590858","2005-06-06","57312000"
"198688","724157","810791","1997-09-05","806802000"
"769352","619987","680915","1987-03-07","926376000"
"463630","684534","626147","2014-11-17","631217000"
"228815","539407","866048","2007-01-12","277576000"
"124069","815375","637233","1988-04-26","238994000"
"401954","223469","823193","1987-12-01","503321000"
"570472","408634","819235","1973-03-05","411730000"
"402265","161790","307368","1972-06-28","460536000"
"476950","307705","531733","1978-08-23","952982000"
"566636","472233","904365","1993-08-13","860527000"
"867288","276443","272878","2012-06-12","691094000"
"159552","387115","587626","2017-06-16","884364000"
"818978","921688","290666","1982-11-09","742179000"
"274684","637378","110533","2003-11-07","27210000"
"801445","984118","221817","1981-09-23","803569000"
"479720","555473","832439","2019-08-03","270088000"
"892034","655913","911853","1973-07-15","44058000"
"373331","172688","528971","2011-03-01","817757000"
"269793","383070","758045","1989-07-18","482704000"
"133552","499019","556895","1981-03-08","285397000"
"373661","450025","563064","2002-03-01","326134000"
"462621","545302","560014","1982-12-26","331492000"
"553580","320775","754024","2017-01-19","582576000"
"177465","845943","873846","1992-09-24","600637000"
"980597","199086","701409","1986-09-05","531703000"
"347991","824473","826690","2003-09-02","80980000"
"176990","405236","896161","2000-10-28","238343000"
"758806","281221","656826","1994-10-03","263364000"
"462377","395826","941393","2001-03-14","877360000"
"485238","324687","197909","1990-12-20","205225000"
"773828","601013","656048","2003-01-10","121648000"
"495124","661388","117951","1977-02-23","119844000"
"354763","467128","220403","2017-06-13","103598000"
"213480","403156","837984","2002-09-26","555848000"
"500995","271489","197919","2014-11-25","368132000"
"169335","207282","529368","1971-05-07","555623000"
"727038","120718","421807","1979-02-12","567484000"
"472989","238152","841880","1976-11-20","729711000"
"783234","705150","334036","1978-12-20","946832000"
"792281","987166","186149","2015-09-16","697438000"
"107578","471079","546429","1991-08-05","749560000"
"938647","881790","363176","1993-04-19","902581000"
"166615","346091","107466","2012-07-20","430821000"
"442700","966087","426966","1998-08-26","237159000"
"528001","747850","272120","2004-11-03","266599000"
"969730","510284","814957","1984-03-02","359114000"
"314028","184461","893313","2018-01-04","649571000"
"153323","276832","991606","2012-01-27","486430000"
"193930","235880","728306","1996-12-25","811509000"
"794951","562205","792651","1998-07-21","367882000"
"570622","174402","172271","2009-12-27","534153000"
"428562","494753","660782","2006-11-02","562422000"
"621943","962872","612995","2002-12-26","780085000"
"383748","427763","479839","1970-08-04","541449000"
"593042","501027","345231","2007-10-07","604316000"
"806593","386426","841219","1972-09-23","660215000"
"311087","591487","655956","1974-10-14","993082000"
"205723","805642","259082","1971-11-17","712931000"
"189020","474396","493412","2000-04-07","351046000"
"212172","286344","776761","1971-08-08","167787000"
"785664","215770","652543","1979-06-16","381690000"
"973866","192916","765152","1983-04-06","546426000"
"551394","648424","769538","1973-03-13","353856000"
"327675","814808","553520","1986-06-11","370688000"
"444440","298725","230345","1978-07-28","402606000"
"230157","294567","993152","1992-02-03","558106000"
"261042","168447","826609","1982-10-20","434743000"
"428090","437028","756436","1992-06-25","84847000"
"781745","774571","125130","2007-08-13","864780000"
"861677","721511","313595","2002-08-24","80955000"
"859096","931848","696437","1971-02-05","197067000"
"901023","756022","211413","2018-12-09","219705000"
"951630","233178","160257","2013-12-26","595966000"
"187581","675705","508762","2015-02-18","775152000"
"405392","723000","442773","2012-06-23","376560000"
"200746","255104","712519","2017-05-28","87109000"
"568808","916051","114179","1980-02-03","43158000"
"335262","354956","855317","2011-05-30","270880000"
"636620","335445","109741","1977-10-24","433344000"
"206200","997523","775916","1970-12-10","671153000"
"386388","207500","296334","1976-10-22","394286000"
"277488","770560","751169","1999-09-15","581625000"
"313410","746739","489477","2008-08-12","571695000"
"129158","982001","966135","1972-11-20","945733000"
"844041","773338","421718","1977-06-21","960106000"
"318464","294822","335613","1980-02-24","187000000"
"449873","302666","470026","2019-03-28","435211000"
"898302","352446","408818","1984-07-22","163862000"
"235772","712519","798307","1990-02-24","476679000"
"747064","634120","993747","1980-04-04","679330000"
"389890","616166","401633","2003-10-25","491731000"
"173957","655067","206386","1981-03-19","624103000"
"655855","164895","720401","2009-01-17","445500000"
"480507","970231","648344","2014-03-30","603618000"
"197626","268838","162667","1979-08-23","966828000"
"907543","842326","826556","1999-07-30","175076000"
"576703","613778","407594","1989-02-07","121914000"
"721029","655855","764074","1984-01-24","845971000"
"988409","469756","992508","1995-08-24","835921000"
"257347","435206","869710","2005-03-15","148740000"
"261625","791613","625575","1986-01-17","324490000"
"284641","731061","812797","1977-02-12","330988000"
"943406","120022","885750","1982-04-09","531994000"
"676672","921919","556203","2001-03-26","55841000"
"875381","381721","738717","2008-05-01","403026000"
"273623","300577","560667","1992-01-31","13490000"
"693309","622253","301497","1983-06-06","394804000"
"965274","677542","706663","1987-01-01","32947000"
"161524","693182","106020","1992-06-24","77977000"
"570165","991262","267794","1986-03-06","745184000"
"180203","708145","774543","1987-02-16","46171000"
"369112","517433","204110","1985-08-14","246254000"
"434754","836338","828284","2004-02-02","358838000"
"681980","346766","677292","2005-02-27","761956000"
"966002","140497","219364","2012-06-14","684551000"
"613728","908313","281452","1992-07-14","525765000"
"206865","459686","629866","1996-03-01","339941000"
"679042","680868","605918","1976-02-04","272851000"
"887837","659666","535076","1989-12-13","96767000"
"446272","951160","681468","2015-02-15","824007000"
"839205","303797","805175","1975-11-16","505003000"
"874233","225061","417676","1974-11-12","750361000"
"644766","339579","123038","2010-06-08","328850000"
"364533","511411","435180","1980-10-11","948263000"
"448710","278303","343212","1993-10-31","984214000"
"919015","735564","963112","2019-12-18","309685000"
"390404","583652","526035","1978-07-22","662896000"
"804891","225539","893019","1982-11-25","466044000"
"571225","632342","158197","1980-01-10","216281000"
"589250","820135","311197","2016-10-07","583299000"
"304787","997324","697249","1999-12-24","686719000"
"649906","265645","406283","2003-07-20","749728000"
"621030","131204","577877","1973-07-28","800035000"
"550526","899073","131490","1999-04-20","669531000"
"207823","114585","304661","2000-06-04","289606000"
"628559","949646","588234","2011-05-12","626453000"
"403274","466747","696355","1977-07-31","253514000"
"320324","259338","398153","2011-12-20","973030000"
"228932","721464","830685","1990-08-04","20943000"
"274111","323052","355506","2015-12-05","84886000"
"413242","721944","424142","2003-09-06","444582000"
"491395","598940","392848","1991-11-16","955563000"
"838525","216871","667740","2017-09-19","646814000"
"920013","397755","451064","1986-01-07","748560000"
"862323","573513","684657","1995-11-23","358748000"
"604072","232760","773262","1993-12-15","123708000"
"359341","792281","259925","1982-05-17","739733000"
"416229","411315","482396","2005-06-08","261537000"
"107978","259338","965499","1979-11-23","109678000"
"560836","808737","383567","2008-02-16","381618000"
"599689","842230","836767","1993-06-29","364934000"
"776482","714398","161289","1983-12-27","813043000"
"279871","838585","216216","2001-12-17","518708000"
"883910","527080","108518","1997-03-17","592897000"
"775556","475514","160681","2006-07-13","550945000"
"422074","622150","170534","1992-08-02","246402000"
"448492","656502","750907","2017-04-03","917508000"
"317570","736533","449924","1970-01-03","727495000"
"174055","898609","487583","1988-06-27","409000"
"186284","499391","835131","1986-07-19","338672000"
"820312","758961","292226","1994-06-30","443361000"
"550090","532937","433295","1983-02-10","439958000"
"636413","426500","422834","2007-09-06","527527000"
"975137","138803","671724","2001-08-13","470772000"
"656232","132712","102621","1991-01-24","323877000"
"666917","601406","798018","1990-07-26","417720000"
"264571","909797","183994","1988-05-14","753544000"
"311474","940875","281640","1982-03-12","391007000"
"719080","747064","750914","1977-12-02","87399000"
"452694","931161","289407","1992-08-11","663386000"
"870197","995954","893072","2009-04-01","820226000"
"385566","424860","977617","1984-12-25","650796000"
"249506","155494","918918","2013-03-11","93674000"
"854546","136159","234832","2005-06-25","558234000"
"316553","460439","642072","2014-09-06","593564000"
"440321","866461","382043","1981-12-03","841505000"
"766230","289624","405325","1987-08-09","41498000"
"850715","398207","986051","1983-09-29","535822000"
"314413","750897","646636","1975-07-11","457045000"
"313405","489816","783187","2013-08-25","448017000"
"783013","265194","948104","1984-08-18","505726000"
"160062","564085","502388","2005-10-20","409623000"
"527864","510774","501098","1993-08-05","553385000"
"895550","503353","175668","2011-08-21","239524000"
"455241","923142","846615","1975-08-03","844731000"
"335452","936954","495009","2020-01-13","166412000"
"731913","849632","779138","2008-08-05","858792000"
"532213","498794","692875","1979-02-27","127033000"
"259670","687403","126019","2001-06-14","846109000"
"921299","727305","523532","2018-03-15","907356000"
"598123","367476","282182","1992-10-23","761634000"
"675065","769495","630418","1982-06-17","327021000"
"387993","212148","663386","1976-05-12","739530000"
"358249","305431","425013","2009-05-19","670687000"
"998235","639229","893279","1996-12-14","132234000"
"348516","656069","176814","1980-01-23","532677000"
"530456","599180","953473","2007-02-27","107588000"
"364141","479367","122817","2011-03-10","430732000"
"304149","770245","311570","2006-03-22","105687000"
"923529","151783","278407","1984-08-12","310544000"
"679042","669175","231321","2011-07-11","43092000"
"477994","798494","618166","2000-12-17","966418000"
"359607","201902","405196","1982-03-22","449907000"
"339129","790824","272334","1991-11-12","71187000"
"751970","459666","271606","1994-11-08","195320000"
"491638","136272","918633","2010-10-26","94535000"
"717005","884964","767163","2005-12-17","337657000"
"302210","838721","942995","2006-06-28","704610000"
"612110","223504","173174","1999-05-16","52082000"
"514752","847064","272419","2003-03-01","808799000"
"792281","724461","520527","2008-02-22","291378000"
"432188","905623","253223","2006-01-05","412844000"
"820135","429007","327474","2002-08-05","207809000"
"131503","137290","991802","2017-10-28","52549000"
"881745","427763","701460","2005-12-04","450728000"
"312664","359866","596802","2003-11-29","766084000"
"320525","146752","274622","1973-02-07","672937000"
"734928","697442","879724","2011-08-03","933852000"
"986256","710579","939869","1984-01-26","914559000"
"933340","910919","310002","1992-12-24","660975000"
"173847","530431","684150","2000-10-12","66611000"
"119701","869241","285587","2004-01-02","458252000"
"535689","678785","487638","2012-06-21","299640000"
"402653","422816","676532","2014-01-14","104509000"
"808925","621824","835179","2014-01-06","34048000"
"761890","492542","481629","1974-10-20","722389000"
"241051","413462","903554","1988-05-11","981335000"
"464253","257164","985511","1970-04-02","116448000"
"676469","820712","872040","2014-07-27","171335000"
"886003","304193","552400","1982-07-22","644155000"
"774883","256054","427033","2007-03-12","273964000"
"218285","386202","498936","1999-10-31","588315000"
"290182","398405","519462","1987-09-15","526466000"
"547054","391351","693339","2000-09-03","289829000"
"786727","133702","562723","2019-01-13","105427000"
"856124","941782","732584","1991-10-03","269477000"
"682754","903771","321475","1990-06-19","569171000"
"886838","197705","697075","1973-07-21","446398000"
"299055","653147","826290","2012-04-07","808860000"
"383880","387508","736124","1991-09-07","508891000"
"490343","607546","407876","1996-03-12","979188000"
"109162","857024","586411","1990-12-04","199642000"
"341494","187840","342957","1985-09-23","683253000"
"893197","219550","419690","2003-11-15","39654000"
"822834","763903","279215","1977-11-06","701212000"
"304787","909874","574563","2011-03-01","458734000"
"739032","864786","839702","1977-01-12","270768000"
"444174","905762","202643","2017-11-25","223155000"
"675065","725230","775405","2011-12-17","537099000"
"632877","902827","864957","1979-03-26","450922000"
"667826","937244","509947","1995-07-24","436592000"
"214522","701302","173484","2004-08-30","83060000"
"688731","914667","641483","1986-07-13","85361000"
"430451","786645","348593","1988-02-16","782597000"
"584344","315504","208533","2019-12-29","203428000"
"220039","166606","105023","1980-12-12","672487000"
"692447","858191","748174","2004-03-29","473989000"
"319799","943257","340811","1973-02-24","88944000"
"734629","837556","888261","1994-03-11","299434000"
"319236","938647","347446","1989-03-16","780904000"
"363524","151374","469213","2012-09-30","462223000"
"735715","669412","375355","1994-06-19","612501000"
"390015","767598","374326","2005-08-23","143578000"
"395045","883278","777806","2012-07-30","803851000"
"452574","919955","341626","1978-10-16","879663000"
"890384","742446","474376","1992-09-23","260555000"
"884212","395795","126290","2012-07-06","441596000"
"735468","466488","441776","1986-06-01","437107000"
"992378","812453","971836","2003-06-24","689809000"
"742368","955743","685029","1977-06-29","901357000"
"339579","345750","997217","2002-10-17","416487000"
"712553","383777","673147","2016-08-07","732359000"
"567671","507070","359124","2009-08-16","280953000"
"406626","350042","629973","1976-04-09","373483000"
"397187","584574","537112","2002-08-24","429194000"
"285583","447436","909828","1975-10-17","716562000"
"358824","355799","765243","1974-09-27","933058000"
"497853","166615","949727","1978-11-17","407743000"
"657126","616218","789492","1998-07-28","417523000"
"760212","984216","149615","1974-01-03","988507000"
"282819","772255","864372","1975-05-16","814467000"
"267730","995654","341591","1971-01-24","19866000"
"271990","521594","141850","1974-09-21","344213000"
"775343","988463","690077","2016-10-12","412800000"
"886190","689949","842278","1972-03-19","989261000"
"334424","490343","765022","2014-01-07","100056000"
"131733","976912","967097","2000-01-20","191146000"
"642066","819219","607971","2019-01-05","353918000"
"941628","389491","867883","1995-03-23","955683000"
"873992","986149","575777","1975-06-12","886478000"
"649573","412955","388285","2008-11-07","439931000"
"895810","802346","675351","1993-06-05","925384000"
"480502","258833","733270","1998-11-23","967514000"
"613348","833817","987927","2003-12-03","859442000"
"356967","898772","560670","1993-10-08","537597000"
"630871","853859","912101","2002-03-31","372010000"
"492422","868057","935952","1995-01-09","817458000"
"935672","381134","664327","1976-03-01","76276000"
"525464","928516","899390","1971-08-25","492653000"
"131492","352141","290506","1984-09-19","651194000"
"808515","444373","245747","2001-05-01","515054000"
"661736","316213","332176","2018-07-31","455748000"
"129225","316994","710987","1994-08-08","256915000"
"894812","189293","768431","2004-11-27","855906000"
"471577","818196","164479","2017-09-27","537297000"
"345613","943528","953028","1993-02-28","813545000"
"660717","333136","235477","1985-08-03","143570000"
"603807","742365","744844","1996-08-16","374187000"
"991249","306874","548115","2015-01-12","614518000"
"464253","322029","605277","2012-07-10","52380000"
"452078","979164","918841","1993-03-05","188251000"
"134771","545316","681033","1982-12-14","153780000"
"514685","653290","377008","1974-04-13","154538000"
"752468","789362","396408","2008-06-28","283815000"
"149683","782216","969666","1970-01-21","719921000"
"738572","207500","670838","2007-12-11","812471000"
"276443","916606","286989","1997-09-19","252801000"
"982131","747349","408802","1998-09-16","735215000"
"197980","705072","330858","2002-08-26","809662000"
"656638","588760","375663","2010-02-12","213275000"
"468409","855800","349317","1979-04-08","426276000"
"479326","607992","531061","1995-07-07","339099000"
"260160","482195","903123","1977-07-27","35755000"
"429055","695104","406212","2004-02-26","331307000"
"535994","543468","502928","1984-07-03","816484000"
"143482","731589","685203","1984-08-30","47769000"
"806422","928670","429006","1997-12-03","814754000"
"545672","267697","741313","1997-03-05","25746000"
"241701","584574","603167","1980-05-01","853128000"
"643292","158420","755528","1991-04-23","44900000"
"955833","835768","728063","1999-08-10","590676000"
"576802","589686","460489","1972-12-10","62974000"
"251970","775359","338210","1979-11-16","902133000"
"108177","211594","265547","1991-10-27","956526000"
"988961","773153","472320","2013-10-08","293864000"
"336251","510109","109707","1990-08-19","514555000"
"547652","278711","476889","1983-07-26","304039000"
"449873","401741","858774","2012-07-18","455771000"
"918251","378377","888626","1977-05-11","554583000"
"241356","298832","637167","1988-05-28","677262000"
"847424","693309","985849","1986-04-09","696122000"
"519607","527057","758628","2005-02-04","70992000"
"517446","757606","916964","2015-03-26","442740000"
"729110","375928","358655","2007-05-17","73989000"
"779729","700990","865670","1971-11-30","167164000"
"887560","333483","506568","1991-05-11","340071000"
"299047","880453","172987","2009-11-24","125898000"
"778455","619767","798715","1975-03-11","432276000"
"295786","209608","849124","2019-05-19","374206000"
"165539","787884","567904","1998-04-21","194769000"
"993304","276912","566273","1970-05-04","541819000"
"171970","449990","188469","1996-05-02","319502000"
"734850","763092","669908","1993-08-20","606280000"
"735715","651716","132162","1989-07-25","654646000"
"975685","660976","425746","2000-06-20","547764000"
"453487","826082","354708","1982-08-31","393899000"
"972186","616803","611159","1996-07-01","683903000"
"465191","832903","787311","1999-11-14","221805000"
"702291","918546","799611","1992-04-17","876218000"
"285067","229458","798519","1991-11-02","163449000"
"376933","893915","132104","2010-04-01","850652000"
"302906","987726","404740","1990-06-20","15234000"
"701674","828065","574935","1982-03-11","994909000"
"957300","920945","918221","1995-07-16","257240000"
"332807","962476","242363","1977-11-09","867493000"
"180203","347548","708454","1978-12-24","637278000"
"262312","563788","844152","1974-04-10","227052000"
"513245","395885","532512","1989-04-04","232821000"
"243244","488865","594189","1984-03-02","185016000"
"588495","107978","145418","1972-08-29","483094000"
"680358","315844","114223","1980-03-20","147821000"
"513537","705120","816020","1975-05-19","360262000"
"897642","890384","905553","2001-09-26","989377000"
"691861","226420","335445","1985-10-26","881993000"
"532213","572623","327558","1996-01-01","11787000"
"363744","829714","644383","2006-03-03","389062000"
"758602","320525","891947","2015-05-05","328671000"
"562253","209958","395703","1972-07-21","945499000"
"108629","220404","849530","2015-07-18","753787000"
"435979","444228","574517","2002-06-06","134340000"
"363693","706782","441848","1992-02-26","381046000"
"806146","545486","944693","2019-05-26","464123000"
"675710","927557","158012","2013-09-10","896252000"
"769203","554047","200409","1975-01-17","950022000"
"352800","774725","531236","1994-02-01","173011000"
"629415","898760","392108","1974-02-08","935528000"
"559672","954368","991178","1972-01-16","716274000"
"404731","898775","702079","2016-03-21","430055000"
"519155","141692","290788","2016-04-12","633836000"
"547325","872368","268506","2013-11-30","287688000"
"407260","337131","272744","2006-01-15","509899000"
"867689","591326","881819","1970-01-17","997106000"
"290161","790087","825764","1998-07-24","193389000"
"573970","876901","692686","2001-05-14","996592000"
"172081","219579","273087","1999-03-06","396898000"
"290026","114132","880217","1992-09-10","466061000"
"899207","285870","310510","2009-10-18","134110000"
"274940","730329","751312","2012-02-05","447187000"
"559440","784361","153680","1993-03-03","147059000"
"166123","733836","906853","1973-04-24","424203000"
"397516","903574","293131","2011-07-28","704247000"
"886102","236398","315609","1990-12-06","618771000"
"169591","256003","226893","1993-06-23","64051000"
"928639","278303","523242","1996-06-17","98613000"
"901675","442359","232223","1981-11-06","421125000"
"151500","602611","474978","2015-07-06","724040000"
"599311","779886","616804","1983-10-20","995995000"
"989554","976238","457622","1974-06-02","229544000"
"645884","619070","557497","2006-02-26","921771000"
"865014","584491","921719","2002-12-11","320176000"
"831748","821018","580191","1992-06-30","449583000"
"209597","933459","501899","2008-08-23","152880000"
"618406","385330","976324","2010-05-14","49682000"
"406599","298463","320169","1999-01-03","748763000"
"477939","873712","178740","2009-12-05","9070000"
"677840","828492","612488","1982-05-24","649966000"
"220411","561611","771792","2007-10-17","621382000"
"104066","354763","793983","1997-08-01","265516000"
"605093","280210","995905","2015-12-16","199687000"
"584249","897149","134344","2005-04-06","919295000"
"680933","215966","568218","1991-11-27","444124000"
"406352","196952","365471","1972-03-16","86905000"
"873133","150034","194061","2007-12-02","75085000"
"926884","195684","900402","2019-02-21","515202000"
"709928","790087","635240","1990-07-19","693457000"
"936796","833736","326619","2000-12-02","904678000"
"498812","219696","525511","1971-06-16","114092000"
"594365","898324","501594","2019-10-12","888380000"
"391351","666205","264132","1975-08-03","796515000"
"961953","554951","843751","1972-07-24","352326000"
"479465","641043","885457","2001-06-14","128000000"
"802059","426460","813214","2013-08-13","949999000"
